idx,token,operazione,motivo
22288,corrispondenti,sub,clausola subordinata/participiale (sintattico)
22288,alle,sub,altro
22288,riserve,sub,altro
22288,della,sub,altro
22288,quelle,sub,altro
22288,affidate,sub,clausola subordinata/participiale (sintattico)
22326,riducendo,del,clausola subordinata/participiale (sintattico)
22326,durata,del,altro
22326,e,del,altro
22326,gravità,del,altro
22326,infezione,del,altro
22326,e,del,altro
22326,perciò,del,altro
22326,percentuale,del,altro
22326,pazienti,del,altro
22326,con,del,altro
22326,dolore,del,altro
22326,associato,del,parola non di base (lessicale)
22326,.,del,altro
22335,",",sub,altro
22335,Airlines,del,altro
22335,",",sub,altro
22335,ora,sub,altro
22335,Airlines,sub,altro
22335,Colombia,sub,altro
22347,Ma,del,altro
22347,aspetti,sub,altro
22347,col,sub,altro
22347,col,sub,altro
22349,Negli,del,altro
22349,ultimi,del,altro
22349,anni,del,altro
22349,",",del,altro
22349,l',del,altro
22349,attrice,del,altro
22349,lavorò,del,altro
22349,anche,del,altro
22349,per,del,altro
22349,la,del,altro
22349,tv,del,parola non di base (lessicale)
22349,.,del,altro
22349,",",del,altro
22349,la,del,altro
22349,versione,del,altro
22349,cinematografica,del,altro
22349,del,del,altro
22349,cavallo,del,altro
22349,di,del,altro
22349,battaglia,del,altro
22349,teatrale,del,altro
22349,",",del,altro
22349,film,del,altro
22349,dove,del,altro
22349,diretta,del,clausola subordinata/participiale (sintattico)
22349,da,del,altro
22349,Billy,del,altro
22349,Wilder,del,altro
22349,.,del,altro
22367,Anche,del,altro
22367,è,del,altro
22367,",",del,altro
22367,in,del,altro
22367,quanto,del,altro
22367,impiega,del,clausola subordinata/participiale (sintattico)
22367,",",del,altro
22367,alla,del,altro
22367,"2,5",del,altro
22367,km,del,altro
22367,/,del,altro
22367,s,del,altro
22367,",",del,altro
22367,circa,del,altro
22367,26,del,altro
22367,giorni,del,altro
22367,per,del,altro
22367,completare,del,clausola subordinata/participiale (sintattico)
22393,Studiò,sub,altro
22393,filosofia,sub,altro
22393,teologia,sub,altro
22393,presso,sub,altro
22393,maggiore,sub,parola non di base (lessicale)
22397,Ha,sub,altro
22397,grande,del,altro
22397,massima,sub,altro
22397,50,sub,altro
22473,singolo,sub,altro
22473,commerciale,sub,altro
22473,entrando,del,clausola subordinata/participiale (sintattico)
22473,nella,del,altro
22473,top,del,altro
22473,10,del,altro
22473,di,del,altro
22473,nella,sub,altro
22473,top,sub,altro
22473,20,sub,altro
22473,di,sub,altro
22511,2007,del,altro
22511,già,del,altro
22511,sofferente,del,parola non di base (lessicale)
22511,di,del,altro
22511,problemi,del,altro
22511,di,del,altro
22511,cuore,del,altro
22511,che,del,altro
22511,funestarono,del,clausola subordinata/participiale (sintattico)
22511,gli,del,altro
22511,ultimi,del,altro
22511,anni,del,altro
22511,della,del,altro
22511,vita,del,altro
22511,fu,del,costruzione passiva (sintattico)
22511,spinta,del,clausola subordinata/participiale (sintattico)
22534,Si,sub,altro
22534,tratta,sub,altro
22534,una,sub,altro
22534,",",sub,altro
22534,delimitata,sub,parola non di base (lessicale)
22534,da,sub,altro
22534,muretti,sub,parola non di base (lessicale)
22534,",",sub,altro
22534,che,sub,altro
22534,conserva,sub,clausola subordinata/participiale (sintattico)
22534,sul,del,altro
22534,",",del,altro
22534,appositamente,del,parola non di base (lessicale)
22534,regolarizzato,del,clausola subordinata/participiale (sintattico)
22534,permettere,sub,clausola subordinata/participiale (sintattico)
22534,agevole,sub,parola non di base (lessicale)
22534,transito,sub,altro
22551,instancabilmente,sub,parola non di base (lessicale)
22551,innamorato,sub,parola non di base (lessicale)
22551,suoi,sub,altro
22551,simili,sub,altro
22551,vicende,sub,altro
22566,A,del,altro
22566,partire,del,clausola subordinata/participiale (sintattico)
22566,",",del,altro
22566,grazie,del,altro
22566,principalmente,del,altro
22566,al,del,altro
22566,rafforzamento,del,altro
22566,dello,del,altro
22566,yen,del,parola non di base (lessicale)
22566,e,del,altro
22566,alla,del,altro
22566,netta,del,altro
22566,flessione,del,parola non di base (lessicale)
22566,delle,del,altro
22566,importazioni,del,parola non di base (lessicale)
22566,",",del,altro
22566,che,del,altro
22566,ha,del,altro
22566,determinato,del,clausola subordinata/participiale (sintattico)
22566,il,del,altro
22566,primo,del,altro
22566,avanzo,del,altro
22566,commerciale,del,altro
22566,a,del,altro
22566,favore,del,altro
22566,dell',del,altro
22566,Italia,del,altro
22566,nella,del,altro
22566,storia,del,altro
22566,delle,del,altro
22566,relazioni,del,altro
22566,commerciali,del,altro
22566,tra,del,altro
22566,i,del,altro
22566,due,del,altro
22566,paesi,del,altro
22582,dell',del,altro
22582,ricavata,del,altro
22582,dal,del,altro
22582,siglata,del,clausola subordinata/participiale (sintattico)
22582,scritta,sub,altro
22582,anno,del,altro
22582,salut(i)s,del,parola non di base (lessicale)
22582,1537,del,altro
22582,conservato,del,altro
22582,nella,del,altro
22582,chiesa,del,altro
22582,del,del,altro
22582,Purgatorio,del,parola non di base (lessicale)
22582,nella,del,altro
22582,navata,del,parola non di base (lessicale)
22582,sinistra,del,altro
22582,quella,del,altro
22582,dedicata,del,clausola subordinata/participiale (sintattico)
22582,San,del,altro
22582,Cleto,del,altro
22640,riuscì,sub,altro
22640,essi,sub,altro
22640,fra,sub,altro
22640,dei,sub,altro
22640,congiunti,sub,parola non di base (lessicale)
22648,Nata,del,parola non di base (lessicale)
22648,come,del,altro
22648,fusione,del,altro
22648,di,del,altro
22648,jungle,del,parola non di base (lessicale)
22648,music,del,parola non di base (lessicale)
22648,techno,del,altro
22648,che,del,costruzione passiva (sintattico)
22648,vengono,del,costruzione passiva (sintattico)
22648,campionamenti,sub,parola non di base (lessicale)
22674,word,del,parola non di base (lessicale)
22674,finale,del,altro
22674,dell',del,altro
22674,output,del,parola non di base (lessicale)
22710,Sembra,sub,altro
22710,dell',sub,altro
22710,:,sub,altro
22711,von,del,altro
22711,cinquantenne,del,parola non di base (lessicale)
22711,;,sub,altro
22729,tropicali,del,parola non di base (lessicale)
22729,temperati,del,parola non di base (lessicale)
22729,caldi,del,altro
22739,etnie,sub,parola non di base (lessicale)
22748,sono,del,altro
22748,stati,del,costruzione passiva (sintattico)
22748,per,del,altro
22748,decenni,del,altro
22748,",",del,altro
22748,e,del,altro
22748,nel,del,altro
22748,corso,del,altro
22748,anni,del,altro
22748,un,del,altro
22748,insediamento,del,parola non di base (lessicale)
22748,di,del,altro
22748,ne,del,altro
22781,stati,del,altro
22781,(,del,altro
22781,Coppa,del,altro
22781,Anglo-Italiana,del,parola non di base (lessicale)
22781,1972,del,altro
22781,),del,altro
22781,(,del,altro
22781,Coppa,del,altro
22781,delle,del,altro
22781,Fiere,del,altro
22781,1960,del,altro
22781,-,del,altro
22781,1961,del,altro
22781,),del,altro
22798,Dopo,del,altro
22798,guerra,del,altro
22798,subì,sub,altro
22798,negli,sub,altro
22798,",",sub,altro
22798,in,sub,altro
22798,",",del,altro
22798,è,del,altro
22798,tornata,del,altro
22798,registrare,del,clausola subordinata/participiale (sintattico)
22808,sono,del,altro
22808,molto,del,altro
22808,lunghe,del,altro
22808,raggiungendo,del,clausola subordinata/participiale (sintattico)
22808,talvolta,del,altro
22808,la,del,altro
22808,seconda,del,altro
22808,.,del,altro
22821,questo,sub,altro
22821,suo,sub,altro
22821,operato,sub,parola non di base (lessicale)
22821,venne,del,costruzione passiva (sintattico)
22821,invitata,del,altro
22821,nella,del,altro
22821,ricevere,del,clausola subordinata/participiale (sintattico)
22821,dal,del,altro
22821,di,del,altro
22828,brani,sub,costruzione passiva (sintattico)
22828,poiché,del,altro
22828,all',del,altro
22828,ultimo,del,altro
22828,momento,del,altro
22828,il,del,altro
22828,Libano,del,altro
22828,",",del,altro
22828,che,del,altro
22828,qualche,del,altro
22828,mese,del,altro
22828,prima,del,altro
22828,aveva,del,altro
22828,rinunciato,del,clausola subordinata/participiale (sintattico)
22828,alla,del,altro
22828,partecipazione,del,altro
22828,a,del,altro
22828,causa,del,altro
22828,della,del,altro
22828,guerra,del,altro
22828,civile,del,altro
22828,che,del,altro
22828,aveva,del,altro
22828,sconvolto,del,clausola subordinata/participiale (sintattico)
22828,il,del,altro
22828,paese,del,altro
22828,quegli,del,altro
22828,anni,del,altro
22828,",",del,altro
22828,si,del,altro
22828,presentò,del,clausola subordinata/participiale (sintattico)
22828,con,del,altro
22828,un,del,altro
22828,brano,del,altro
22828,",",del,altro
22828,"""",del,altro
22828,Vola,del,altro
22828,",",del,altro
22828,palombella,del,parola non di base (lessicale)
22828,!,del,altro
22828,"""",del,altro
22828,e,del,altro
22828,una,del,altro
22828,piccola,del,altro
22828,interprete,del,altro
22828,",",del,altro
22828,Nadine,del,altro
22833,importanza,del,costruzione passiva (sintattico)
22833,del,del,altro
22833,risalenti,sub,clausola subordinata/participiale (sintattico)
22833,all',sub,altro
22839,Yount,del,altro
22839,fu,del,altro
22839,anche,del,altro
22839,giocatore,sub,altro
22839,dopo,sub,altro
22839,amp,del,parola non di base (lessicale)
22839,;,del,altro
22868,Al,sub,altro
22868,suo,sub,altro
22868,",",sub,altro
22868,in,sub,altro
22868,al,sub,altro
22868,",",del,altro
22868,tenutesi,del,clausola subordinata/participiale (sintattico)
22868,in,del,altro
22868,via,del,altro
22868,eccezionale,del,altro
22868,a,del,altro
22868,Doha,del,altro
22891,Sembra,del,altro
22891,infatti,del,altro
22891,che,del,altro
22891,intendesse,sub,clausola subordinata/participiale (sintattico)
22914,Sparsi,del,clausola subordinata/participiale (sintattico)
22914,presenti,del,altro
22914,anche,del,altro
22914,grimaldelli,sub,parola non di base (lessicale)
22922,usate,del,altro
22927,hanno,sub,altro
22927,statistiche,sub,altro
22927,differenti,sub,altro
22927,che,sub,altro
22927,vogliono,del,altro
22927,sul,del,altro
22927,campo,del,altro
22927,battaglia,del,altro
22930,150,sub,altro
22930,tonnellate,sub,altro
22930,di,sub,altro
22943,Il,sub,altro
22943,viaggio,sub,altro
22943,della,sub,altro
22943,prescelta,sub,parola non di base (lessicale)
22943,verso,sub,altro
22943,Capitale,sub,altro
22943,si,sub,altro
22943,compì,sub,parola non di base (lessicale)
22943,su,sub,altro
22943,(,del,altro
22943,di,sub,altro
22943,esse,sub,altro
22943,740.115,sub,altro
22943,nel,sub,altro
22943,Museo,sub,altro
22943,di,sub,altro
22943,),sub,altro
22943,passando,sub,clausola subordinata/participiale (sintattico)
22943,per,sub,altro
22943,velocità,del,altro
22943,moderatissima,del,parola non di base (lessicale)
22943,modo,del,altro
22943,che,del,altro
22943,presso,del,altro
22943,ciascuna,del,altro
22943,stazione,del,altro
22943,popolazione,del,altro
22943,avesse,del,clausola subordinata/participiale (sintattico)
22943,modo,del,altro
22943,di,del,altro
22943,onorare,del,clausola subordinata/participiale (sintattico)
22943,il,del,altro
22943,caduto,del,parola non di base (lessicale)
22946,Confuso,del,altro
22946,",",del,altro
22946,riprese,del,altro
22946,controllo,del,altro
22946,di,del,altro
22946,sé,del,altro
22946,quando,del,altro
22946,Manteau,del,altro
22946,gli,del,altro
22946,spiegò,del,clausola subordinata/participiale (sintattico)
22966,High,sub,altro
22966,School,sub,altro
22966,",",sub,altro
23014,Ha,del,altro
23014,fatto,del,altro
23014,della,del,altro
23014,compagnia,del,altro
23014,.,del,altro
23035,Il,sub,altro
23035,gruppo,sub,altro
23035,collaborazione,sub,altro
23035,tra,sub,altro
23038,Nelle,del,altro
23038,ore,del,altro
23038,precedenti,del,altro
23038,consegna,sub,altro
23038,",",sub,altro
23038,impegnata,sub,altro
23038,revisionare,sub,clausola subordinata/participiale (sintattico)
23038,il,sub,altro
23038,discorso,sub,altro
23038,che,sub,altro
23038,ha,sub,clausola subordinata/participiale (sintattico)
23038,intenzione,sub,altro
23038,tenere,sub,clausola subordinata/participiale (sintattico)
23038,",",sub,altro
23038,che,sub,altro
23038,prevede,sub,altro
23038,che,sub,altro
23038,verso,del,altro
23038,gran,del,parola non di base (lessicale)
23038,parte,del,altro
23038,dei,del,altro
23038,suoi,del,altro
23038,compagni,del,altro
23041,Il,del,altro
23041,15,del,altro
23041,luglio,del,altro
23041,2007,del,altro
23041,",",del,altro
23041,nel,sub,altro
23041,pieno,sub,altro
23041,di,sub,altro
23041,:,sub,altro
23044,Una,sub,altro
23044,",",sub,altro
23044,solo,del,altro
23044,1757,sub,altro
23044,",",sub,altro
23044,includeva,sub,altro
23044,grandi,sub,altro
23044,riquadri,sub,parola non di base (lessicale)
23044,testuali,sub,parola non di base (lessicale)
23044,contenenti,sub,clausola subordinata/participiale (sintattico)
23044,informazioni,del,altro
23044,sui,del,altro
23044,vari,del,altro
23044,luoghi,del,altro
23044,segnati,del,clausola subordinata/participiale (sintattico)
23044,sulla,del,altro
23051,questo,del,altro
23051,",",del,altro
23051,si,sub,altro
23051,dimostra,sub,altro
23051,più,sub,altro
23051,durante,del,altro
23051,una,del,altro
23051,telefonata,del,altro
23051,",",del,altro
23051,perciò,del,altro
23051,gettandoli,del,parola non di base (lessicale)
23051,nella,del,altro
23051,disperazione,del,altro
23074,Si,sub,altro
23074,conoscono,sub,altro
23074,pochi,sub,altro
23074,dati,sub,altro
23103,XIX,del,parola non di base (lessicale)
23103,sono,del,altro
23103,stati,del,costruzione passiva (sintattico)
23103,",",del,altro
23103,tra,del,altro
23103,gli,del,altro
23103,altri,del,altro
23103,",",del,altro
23103,pubblicati,del,altro
23103,i,del,altro
23103,di,del,altro
23103,A,del,altro
23103,partire,del,clausola subordinata/participiale (sintattico)
23103,dagli,del,altro
23103,anni,del,altro
23103,'30,del,altro
23103,del,del,altro
23103,Gran,del,altro
23103,Bretagna,del,altro
23103,nato,del,altro
23103,della,sub,altro
23103,British,sub,altro
23103,Academy,sub,altro
23103,",",sub,altro
23103,denominato,sub,clausola subordinata/participiale (sintattico)
23103,il,del,altro
23103,cui,del,altro
23103,obiettivo,del,altro
23103,nelle,sub,altro
23115,fece,sub,altro
23115,Sergianni,sub,altro
23115,Caracciolo,sub,altro
23115,altri,sub,altro
23115,condottieri,del,parola non di base (lessicale)
23115,esercito,sub,altro
23115,ciò,sub,altro
23115,non,sub,altro
23115,bastò,sub,altro
23115,disorientare,sub,clausola subordinata/participiale (sintattico)
23115,che,sub,altro
23115,grazie,sub,altro
23115,schiere,sub,parola non di base (lessicale)
23115,compiere,sub,clausola subordinata/participiale (sintattico)
23115,un',sub,altro
23115,ampia,sub,altro
23115,mossa,sub,altro
23115,aggirante,sub,parola non di base (lessicale)
23115,sopraffarlo,del,parola non di base (lessicale)
23122,I,del,altro
23122,dipinti,del,altro
23122,raffigurano,del,altro
23122,presa,del,altro
23122,di,del,altro
23122,da,del,altro
23122,parte,del,altro
23122,delle,del,altro
23122,un',del,altro
23122,che,del,altro
23122,del,sub,altro
23135,del,del,altro
23135,romanzo,del,altro
23135,certamente,sub,altro
23135,più,sub,altro
23135,importante,sub,altro
23135,quale,sub,altro
23135,accompagna,sub,clausola subordinata/participiale (sintattico)
23135,il,sub,altro
23135,protagonista,sub,altro
23135,nelle,sub,altro
23135,sue,sub,altro
23135,avventure,sub,altro
23135,sia,sub,altro
23152,Poiché,sub,altro
23152,fortemente,sub,altro
23152,intero,del,altro
23152,trovò,del,altro
23152,minori,del,altro
23152,resistenze,del,altro
23152,del,del,altro
23152,la,sub,altro
23152,cui,sub,altro
23152,attuazione,sub,parola non di base (lessicale)
23152,del,del,altro
23152,1921,del,altro
23154,saga,sub,altro
23154,"""",sub,altro
23154,"""",del,altro
23154,"""",del,altro
23154,"""",del,altro
23154,come,sub,altro
23154,"""",sub,altro
23154,"""",del,altro
23154,"""",del,altro
23154,"""",del,altro
23182,con,del,altro
23182,bolla,del,altro
23182,"""",del,altro
23182,Alacrem,del,altro
23182,sane,del,altro
23182,curam,del,parola non di base (lessicale)
23182,"""",del,altro
23182,di,del,altro
23182,papa,del,altro
23182,Giovanni,del,altro
23182,Paolo,del,altro
23182,II,del,parola non di base (lessicale)
23182,",",del,altro
23182,ricavandone,del,clausola subordinata/participiale (sintattico)
23182,territorio,del,altro
23182,dall',del,altro
23182,arcidiocesi,del,parola non di base (lessicale)
23182,di,del,altro
23182,Bamenda,del,altro
23192,La,sub,altro
23192,canzone,sub,costruzione passiva (sintattico)
23192,usata,sub,altro
23192,l',sub,altro
23193,",",del,altro
23193,",",del,altro
23193,si,del,altro
23193,convince,del,altro
23193,dell',del,altro
23193,importanza,del,altro
23193,ha,del,clausola subordinata/participiale (sintattico)
23193,sulla,del,altro
23199,La,del,altro
23199,filosofia,del,altro
23199,dell',del,altro
23199,azione,del,altro
23199,anche,del,altro
23199,uso,sub,altro
23199,essenziale,sub,altro
23199,del,sub,altro
23199,vocabolario,sub,altro
23199,teleologico,sub,parola non di base (lessicale)
23199,:,sub,altro
23199,per,sub,altro
23199,Davidson,sub,altro
23199,",",sub,altro
23199,azione,sub,altro
23199,che,sub,altro
23221,si,sub,altro
23221,estende,sub,altro
23221,per,sub,altro
23221,complessivi,sub,altro
23221,m²,sub,parola non di base (lessicale)
23221,dotato,sub,altro
23221,dalle,sub,altro
23221,estremamente,del,altro
23223,Terminò,del,parola non di base (lessicale)
23223,al,del,altro
23223,nella,del,altro
